university	kind	prefecture	region	city	faculty	department	field	years	capacity
三重県立看護大学	公立	三重県	近畿	津市	看護学部	看護学科	看護・保健	4	100
京都市立芸術大学	公立	京都府	近畿	京都市	美術学部	デザイン科	芸術	4	30
京都市立芸術大学	公立	京都府	近畿	京都市	美術学部	工芸科	工学	4	30
京都市立芸術大学	公立	京都府	近畿	京都市	美術学部	総合芸術学科	芸術	4	5
京都市立芸術大学	公立	京都府	近畿	京都市	美術学部	美術科	芸術	4	70
京都市立芸術大学	公立	京都府	近畿	京都市	音楽学部	音楽学科	芸術	4	65
京都府立医科大学	公立	京都府	近畿	京都市	医学部	医学科	医学	6	106
京都府立医科大学	公立	京都府	近畿	京都市	医学部	看護学科	看護・保健	4	85
京都府立大学	公立	京都府	近畿	京都市	公共政策学部	公共政策学科	社会・国際	4	52
京都府立大学	公立	京都府	近畿	京都市	公共政策学部	福祉社会学科	社会・国際	4	52
京都府立大学	公立	京都府	近畿	京都市	文学部	国際文化交流学科	文・人文	4	32
京都府立大学	公立	京都府	近畿	京都市	文学部	日本・中国文化学科	理学	4	32
京都府立大学	公立	京都府	近畿	京都市	文学部	歴史学科	文・人文	4	43
京都府立大学	公立	京都府	近畿	京都市	環境科学部	森林科学科	農・水産	4	36
京都府立大学	公立	京都府	近畿	京都市	環境科学部	環境デザイン学科	芸術	4	43
京都府立大学	公立	京都府	近畿	京都市	生命理工情報学部	理工情報学科	情報	4	27
京都府立大学	公立	京都府	近畿	京都市	生命理工情報学部	生命化学科	情報	4	32
京都府立大学	公立	京都府	近畿	京都市	農学食科学部	和食文化科学科	農・水産	4	30
京都府立大学	公立	京都府	近畿	京都市	農学食科学部	栄養科学科	農・水産	4	30
京都府立大学	公立	京都府	近畿	京都市	農学食科学部	農学生命科学科	農・水産	4	50
福知山公立大学	公立	京都府	近畿	福知山市	地域経営学部	医療福祉経営学科	看護・保健	4	25
福知山公立大学	公立	京都府	近畿	福知山市	地域経営学部	地域経営学科	経済・経営	4	75
福知山公立大学	公立	京都府	近畿	福知山市	情報学部	情報学科	情報	4	100
兵庫県立大学	公立	兵庫県	近畿	神戸市	国際商経学部	国際商経学科	経済・経営	4	360
兵庫県立大学	公立	兵庫県	近畿	姫路市	工学部	応用化学工学科	工学	4	100
兵庫県立大学	公立	兵庫県	近畿	姫路市	工学部	機械・材料工学科	工学	4	126
兵庫県立大学	公立	兵庫県	近畿	姫路市	工学部	電気電子情報工学科	情報	4	126
兵庫県立大学	公立	兵庫県	近畿	上郡町	理学部	物質科学科	理学	4	90
兵庫県立大学	公立	兵庫県	近畿	上郡町	理学部	生命科学科	理学	4	85
兵庫県立大学	公立	兵庫県	近畿	姫路市	環境人間学部	環境人間学科	社会・国際	4	205
兵庫県立大学	公立	兵庫県	近畿	明石市	看護学部	看護学科	看護・保健	4	105
兵庫県立大学	公立	兵庫県	近畿	神戸市	社会情報科学部	社会情報科学科	情報	4	100
神戸市外国語大学	公立	兵庫県	近畿	神戸市	外国語学部	イスパニア学科	その他	4	40
神戸市外国語大学	公立	兵庫県	近畿	神戸市	外国語学部	ロシア学科	その他	4	40
神戸市外国語大学	公立	兵庫県	近畿	神戸市	外国語学部	中国学科	その他	4	50
神戸市外国語大学	公立	兵庫県	近畿	神戸市	外国語学部	国際関係学科	社会・国際	4	80
神戸市外国語大学	公立	兵庫県	近畿	神戸市	外国語学部	英米学科	その他	4	140
神戸市外国語大学	公立	兵庫県	近畿	神戸市	外国語学部第二部	英米学科	その他	4	80
神戸市看護大学	公立	兵庫県	近畿	神戸市	看護学部	看護学科	看護・保健	4	100
芸術文化観光専門職大学	公立	兵庫県	近畿	豊岡市	芸術文化・観光学部	芸術文化・観光学科	芸術	4	80
公立はこだて未来大学	公立	北海道	北海道	函館市	システム情報科学部	情報アーキテクチャ学科	情報	4	120
公立はこだて未来大学	公立	北海道	北海道	函館市	システム情報科学部	複雑系知能学科	情報	4	120
公立千歳科学技術大学	公立	北海道	北海道	千歳市	理工学部	応用化学生物学科	工学	4	80
公立千歳科学技術大学	公立	北海道	北海道	千歳市	理工学部	情報システム工学科	情報	4	80
公立千歳科学技術大学	公立	北海道	北海道	千歳市	理工学部	電子光工学科	工学	4	80
名寄市立大学	公立	北海道	北海道	名寄市	保健福祉学部	栄養学科	看護・保健	4	40
名寄市立大学	公立	北海道	北海道	名寄市	保健福祉学部	看護学科	看護・保健	4	50
名寄市立大学	公立	北海道	北海道	名寄市	保健福祉学部	社会保育学科	看護・保健	4	50
名寄市立大学	公立	北海道	北海道	名寄市	保健福祉学部	社会福祉学科	看護・保健	4	50
旭川市立大学	公立	北海道	北海道	旭川市	保健福祉学部	コミュニティ福祉学科	看護・保健	4	40
旭川市立大学	公立	北海道	北海道	旭川市	保健福祉学部	保健看護学科	看護・保健	4	60
旭川市立大学	公立	北海道	北海道	旭川市	経済学部	経営経済学科	経済・経営	4	100
札幌医科大学	公立	北海道	北海道	札幌市	保健医療学部	作業療法学科	看護・保健	4	20
札幌医科大学	公立	北海道	北海道	札幌市	保健医療学部	理学療法学科	看護・保健	4	20
札幌医科大学	公立	北海道	北海道	札幌市	保健医療学部	看護学科	看護・保健	4	50
札幌医科大学	公立	北海道	北海道	札幌市	医学部	医学科	医学	6	110
札幌市立大学	公立	北海道	北海道	札幌市	デザイン学部	デザイン学科	芸術	4	90
札幌市立大学	公立	北海道	北海道	札幌市	看護学部	看護学科	看護・保健	4	85
釧路公立大学	公立	北海道	北海道	釧路市	経済学部	経営学科	経済・経営	4	100
釧路公立大学	公立	北海道	北海道	釧路市	経済学部	経済学科	経済・経営	4	200
千葉県立保健医療大学	公立	千葉県	関東	千葉市	健康科学部	リハビリテーション学科	看護・保健	4	50
千葉県立保健医療大学	公立	千葉県	関東	千葉市	健康科学部	栄養学科	体育	4	25
千葉県立保健医療大学	公立	千葉県	関東	千葉市	健康科学部	歯科衛生学科	歯学	4	25
千葉県立保健医療大学	公立	千葉県	関東	千葉市	健康科学部	看護学科	看護・保健	4	80
和歌山県立医科大学	公立	和歌山県	近畿	和歌山市	保健看護学部	保健看護学科	看護・保健	4	80
和歌山県立医科大学	公立	和歌山県	近畿	和歌山市	医学部	医学科	医学	6	100
和歌山県立医科大学	公立	和歌山県	近畿	和歌山市	薬学部	薬学科	薬学	6	100
埼玉県立大学	公立	埼玉県	関東	越谷市	保健医療福祉学部	作業療法学科	看護・保健	4	40
埼玉県立大学	公立	埼玉県	関東	越谷市	保健医療福祉学部	健康開発学科	看護・保健	4	115
埼玉県立大学	公立	埼玉県	関東	越谷市	保健医療福祉学部	理学療法学科	看護・保健	4	40
埼玉県立大学	公立	埼玉県	関東	越谷市	保健医療福祉学部	看護学科	看護・保健	4	130
埼玉県立大学	公立	埼玉県	関東	越谷市	保健医療福祉学部	社会福祉子ども学科	看護・保健	4	70
大分県立看護科学大学	公立	大分県	九州沖縄	大分市	看護学部	看護学科	看護・保健	4	80
大阪公立大学	公立	大阪府	近畿	大阪市	医学部	リハビリテーション学科作業療法学専攻	看護・保健	4	25
大阪公立大学	公立	大阪府	近畿	大阪市	医学部	リハビリテーション学科理学療法学専攻	看護・保健	4	25
大阪公立大学	公立	大阪府	近畿	大阪市	医学部	医学科	医学	6	94
大阪公立大学	公立	大阪府	近畿	大阪市	商学部	公共経営学科	経済・経営	4	75
大阪公立大学	公立	大阪府	近畿	大阪市	商学部	商学科	経済・経営	4	195
大阪公立大学	公立	大阪府	近畿	堺市	工学部	マテリアル工学科	工学	4	43
大阪公立大学	公立	大阪府	近畿	大阪市	工学部	化学バイオ工学科	工学	4	57
大阪公立大学	公立	大阪府	近畿	堺市	工学部	化学工学科	工学	4	38
大阪公立大学	公立	大阪府	近畿	大阪市	工学部	建築学科	工学	4	34
大阪公立大学	公立	大阪府	近畿	堺市	工学部	応用化学科	工学	4	70
大阪公立大学	公立	大阪府	近畿	堺市	工学部	情報工学科	情報	4	77
大阪公立大学	公立	大阪府	近畿	堺市	工学部	機械工学科	工学	4	128
大阪公立大学	公立	大阪府	近畿	堺市	工学部	海洋システム工学科	工学	4	33
大阪公立大学	公立	大阪府	近畿	堺市	工学部	航空宇宙工学科	工学	4	38
大阪公立大学	公立	大阪府	近畿	大阪市	工学部	都市学科	工学	4	50
大阪公立大学	公立	大阪府	近畿	堺市	工学部	電子物理工学科	工学	4	108
大阪公立大学	公立	大阪府	近畿	堺市	工学部	電気電子システム工学科	工学	4	65
大阪公立大学	公立	大阪府	近畿	大阪市	文学部	人間行動学科	文・人文	4	56
大阪公立大学	公立	大阪府	近畿	大阪市	文学部	哲学歴史学科	文・人文	4	32
大阪公立大学	公立	大阪府	近畿	大阪市	文学部	文化構想学科	文・人文	4	29
大阪公立大学	公立	大阪府	近畿	大阪市	文学部	言語文化学科	理学	4	43
大阪公立大学	公立	大阪府	近畿	大阪市	法学部	法学科	法学	4	180
大阪公立大学	公立	大阪府	近畿	泉佐野市	獣医学部	獣医学科	医学	6	40
大阪公立大学	公立	大阪府	近畿	堺市	現代システム科学域	心理学類	理学	4	45
大阪公立大学	公立	大阪府	近畿	堺市	現代システム科学域	教育福祉学類	教育	4	55
大阪公立大学	公立	大阪府	近畿	堺市	現代システム科学域	環境社会システム学類	社会・国際	4	100
大阪公立大学	公立	大阪府	近畿	堺市	現代システム科学域	知識情報システム学類	情報	4	60
大阪公立大学	公立	大阪府	近畿	大阪市	理学部	化学科	理学	4	85
大阪公立大学	公立	大阪府	近畿	大阪市	理学部	地球学科	理学	4	24
大阪公立大学	公立	大阪府	近畿	大阪市	理学部	数学科	理学	4	40
大阪公立大学	公立	大阪府	近畿	大阪市	理学部	物理学科	理学	4	76
大阪公立大学	公立	大阪府	近畿	堺市	理学部	生物化学科	理学	4	34
大阪公立大学	公立	大阪府	近畿	大阪市	理学部	生物学科	理学	4	40
大阪公立大学	公立	大阪府	近畿	大阪市	生活科学部	人間福祉学科	社会・国際	4	45
大阪公立大学	公立	大阪府	近畿	大阪市	生活科学部	居住環境学科	社会・国際	4	43
大阪公立大学	公立	大阪府	近畿	大阪市	生活科学部	食品栄養科学科	その他	4	65
大阪公立大学	公立	大阪府	近畿	大阪市	看護学部	看護学科	看護・保健	4	160
大阪公立大学	公立	大阪府	近畿	大阪市	経済学部	経済学科	経済・経営	4	295
大阪公立大学	公立	大阪府	近畿	堺市	農学部	応用生物科学科	農・水産	4	50
大阪公立大学	公立	大阪府	近畿	堺市	農学部	生命機能化学科	農・水産	4	50
大阪公立大学	公立	大阪府	近畿	堺市	農学部	緑地環境科学科	農・水産	4	50
奈良県立医科大学	公立	奈良県	近畿	橿原市	医学部	医学科	医学	6	113
奈良県立医科大学	公立	奈良県	近畿	橿原市	医学部	看護学科	看護・保健	4	85
奈良県立大学	公立	奈良県	近畿	奈良市	地域創造学部	地域創造学科	社会・国際	4	200
宮城大学	公立	宮城県	東北	大和町	事業構想学群	事業プランニング学類	その他	4	60
宮城大学	公立	宮城県	東北	大和町	事業構想学群	価値創造デザイン学類	芸術	4	80
宮城大学	公立	宮城県	東北	大和町	事業構想学群	地域創生学類	社会・国際	4	60
宮城大学	公立	宮城県	東北	大和町	看護学群	看護学類	看護・保健	4	95
宮城大学	公立	宮城県	東北	仙台市	食産業学群	フードマネジメント学類	その他	4	63
宮城大学	公立	宮城県	東北	仙台市	食産業学群	生物生産学類	農・水産	4	62
宮崎公立大学	公立	宮崎県	九州沖縄	宮崎市	人文学部	国際文化学科	理学	4	200
宮崎県立看護大学	公立	宮崎県	九州沖縄	宮崎市	看護学部	看護学科	看護・保健	4	100
富山県立大学	公立	富山県	中部	射水市	工学部	医薬品工学科	薬学	4	35
富山県立大学	公立	富山県	中部	射水市	工学部	機械システム工学科	工学	4	60
富山県立大学	公立	富山県	中部	射水市	工学部	環境・社会基盤工学科	工学	4	55
富山県立大学	公立	富山県	中部	射水市	工学部	生物工学科	工学	4	40
富山県立大学	公立	富山県	中部	射水市	工学部	電気電子工学科	工学	4	45
富山県立大学	公立	富山県	中部	射水市	情報工学部	データサイエンス学科	情報	4	40
富山県立大学	公立	富山県	中部	射水市	情報工学部	情報システム工学科	情報	4	60
富山県立大学	公立	富山県	中部	射水市	情報工学部	知能ロボット工学科	情報	4	60
富山県立大学	公立	富山県	中部	富山市	看護学部	看護学科	看護・保健	4	120
下関市立大学	公立	山口県	中国	下関市	データサイエンス学部	データサイエンス学科	情報	4	80
下関市立大学	公立	山口県	中国	下関市	看護学部	看護学科	看護・保健	4	80
下関市立大学	公立	山口県	中国	下関市	経済学部	公共マネジメント学科	経済・経営	4	60
下関市立大学	公立	山口県	中国	下関市	経済学部	国際商学科	経済・経営	4	155
下関市立大学	公立	山口県	中国	下関市	経済学部	経済学科	経済・経営	4	155
周南公立大学	公立	山口県	中国	周南市	人間健康科学部	スポーツ健康科学科	体育	4	80
周南公立大学	公立	山口県	中国	周南市	人間健康科学部	看護学科	看護・保健	4	80
周南公立大学	公立	山口県	中国	周南市	人間健康科学部	福祉学科	体育	4	60
周南公立大学	公立	山口県	中国	周南市	情報科学部	情報科学科	情報	4	100
周南公立大学	公立	山口県	中国	周南市	経済経営学部	経済経営学科	経済・経営	4	160
山口県立大学	公立	山口県	中国	山口市	国際文化学部	国際文化学科	理学	4	50
山口県立大学	公立	山口県	中国	山口市	国際文化学部	情報社会学科	情報	4	40
山口県立大学	公立	山口県	中国	山口市	国際文化学部	文化創造学科	理学	4	45
山口県立大学	公立	山口県	中国	山口市	看護栄養学部	栄養学科	看護・保健	4	42
山口県立大学	公立	山口県	中国	山口市	看護栄養学部	看護学科	看護・保健	4	55
山口県立大学	公立	山口県	中国	山口市	社会福祉学部	社会福祉学科	社会・国際	4	87
山陽小野田市立山口東京理科大学	公立	山口県	中国	山陽小野田市	工学部	医薬工学科	薬学	4	60
山陽小野田市立山口東京理科大学	公立	山口県	中国	山陽小野田市	工学部	応用化学科	工学	4	60
山陽小野田市立山口東京理科大学	公立	山口県	中国	山陽小野田市	工学部	数理情報科学科	情報	4	60
山陽小野田市立山口東京理科大学	公立	山口県	中国	山陽小野田市	工学部	機械工学科	工学	4	60
山陽小野田市立山口東京理科大学	公立	山口県	中国	山陽小野田市	工学部	電気工学科	工学	4	60
山陽小野田市立山口東京理科大学	公立	山口県	中国	山陽小野田市	薬学部	薬学科	薬学	6	120
山形県立保健医療大学	公立	山形県	東北	山形市	保健医療学部	作業療法学科	看護・保健	4	20
山形県立保健医療大学	公立	山形県	東北	山形市	保健医療学部	理学療法学科	看護・保健	4	20
山形県立保健医療大学	公立	山形県	東北	山形市	保健医療学部	看護学科	看護・保健	4	63
山形県立米沢栄養大学	公立	山形県	東北	米沢市	健康栄養学部	健康栄養学科	その他	4	42
東北農林専門職大学	公立	山形県	東北	新庄市	農林業経営学部	森林業経営学科	農・水産	4	8
東北農林専門職大学	公立	山形県	東北	新庄市	農林業経営学部	農業経営学科	農・水産	4	32
山梨県立大学	公立	山梨県	中部	甲府市	人間福祉学部	人間形成学科	社会・国際	4	30
山梨県立大学	公立	山梨県	中部	甲府市	人間福祉学部	福祉コミュニティ学科	社会・国際	4	50
山梨県立大学	公立	山梨県	中部	甲府市	国際政策学部	国際コミュニケーション学科	社会・国際	4	40
山梨県立大学	公立	山梨県	中部	甲府市	国際政策学部	総合政策学科	社会・国際	4	40
山梨県立大学	公立	山梨県	中部	甲府市	看護学部	看護学科	看護・保健	4	100
都留文科大学	公立	山梨県	中部	都留市	教養学部	国際教育学科	教育	4	40
都留文科大学	公立	山梨県	中部	都留市	教養学部	地域社会学科	社会・国際	4	150
都留文科大学	公立	山梨県	中部	都留市	教養学部	学校教育学科	教育	4	180
都留文科大学	公立	山梨県	中部	都留市	教養学部	比較文化学科	理学	4	120
都留文科大学	公立	山梨県	中部	都留市	文学部	国文学科	文・人文	4	120
都留文科大学	公立	山梨県	中部	都留市	文学部	英文学科	文・人文	4	120
岐阜県立看護大学	公立	岐阜県	中部	羽島市	看護学部	看護学科	看護・保健	4	80
岐阜薬科大学	公立	岐阜県	中部	岐阜市	薬学部	薬学科	薬学	6	120
岡山県立大学	公立	岡山県	中国	総社市	デザイン学部	ビジュアルデザイン学科	芸術	4	30
岡山県立大学	公立	岡山県	中国	総社市	デザイン学部	工芸工業デザイン学科	工学	4	30
岡山県立大学	公立	岡山県	中国	総社市	デザイン学部	建築学科	工学	4	30
岡山県立大学	公立	岡山県	中国	総社市	保健福祉学部	子ども学科	看護・保健	4	25
岡山県立大学	公立	岡山県	中国	総社市	保健福祉学部	栄養学科	看護・保健	4	40
岡山県立大学	公立	岡山県	中国	総社市	保健福祉学部	現代福祉学科	看護・保健	4	35
岡山県立大学	公立	岡山県	中国	総社市	保健福祉学部	看護学科	看護・保健	4	40
岡山県立大学	公立	岡山県	中国	総社市	情報工学部	人間情報工学科	情報	4	40
岡山県立大学	公立	岡山県	中国	総社市	情報工学部	情報システム工学科	情報	4	50
岡山県立大学	公立	岡山県	中国	総社市	情報工学部	情報通信工学科	情報	4	50
新見公立大学	公立	岡山県	中国	新見市	健康科学部	健康保育学科	体育	4	50
新見公立大学	公立	岡山県	中国	新見市	健康科学部	地域福祉学科	体育	4	50
新見公立大学	公立	岡山県	中国	新見市	健康科学部	看護学科	看護・保健	4	80
岩手県立大学	公立	岩手県	東北	滝沢市	ソフトウェア情報学部	ソフトウェア情報学科	情報	4	160
岩手県立大学	公立	岩手県	東北	滝沢市	看護学部	看護学科	看護・保健	4	90
岩手県立大学	公立	岩手県	東北	滝沢市	社会福祉学部	人間福祉学科	社会・国際	4	40
岩手県立大学	公立	岩手県	東北	滝沢市	社会福祉学部	社会福祉学科	社会・国際	4	50
岩手県立大学	公立	岩手県	東北	滝沢市	総合政策学部	総合政策学科	社会・国際	4	100
島根県立大学	公立	島根県	中国	松江市	人間文化学部	保育教育学科	理学	4	40
島根県立大学	公立	島根県	中国	松江市	人間文化学部	地域文化学科	理学	4	70
島根県立大学	公立	島根県	中国	浜田市	国際関係学部	国際関係学科	社会・国際	4	90
島根県立大学	公立	島根県	中国	浜田市	地域政策学部	地域政策学科	社会・国際	4	140
島根県立大学	公立	島根県	中国	出雲市	看護栄養学部	健康栄養学科	看護・保健	4	40
島根県立大学	公立	島根県	中国	出雲市	看護栄養学部	看護学科	看護・保健	4	80
叡啓大学	公立	広島県	中国	広島市	ソーシャルシステムデザイン学部	ソーシャルシステムデザイン学科	工学	4	100
尾道市立大学	公立	広島県	中国	尾道市	経済情報学部	経済情報学科	情報	4	200
尾道市立大学	公立	広島県	中国	尾道市	芸術文化学部	日本文学科	理学	4	50
尾道市立大学	公立	広島県	中国	尾道市	芸術文化学部	美術学科	理学	4	50
広島市立大学	公立	広島県	中国	広島市	国際学部	国際学科	社会・国際	4	100
広島市立大学	公立	広島県	中国	広島市	情報科学部	システム工学科	情報	4	60
広島市立大学	公立	広島県	中国	広島市	情報科学部	医用情報科学科	情報	4	30
広島市立大学	公立	広島県	中国	広島市	情報科学部	情報工学科	情報	4	60
広島市立大学	公立	広島県	中国	広島市	情報科学部	知能工学科	情報	4	60
広島市立大学	公立	広島県	中国	広島市	芸術学部	デザイン工芸学科	工学	4	40
広島市立大学	公立	広島県	中国	広島市	芸術学部	美術学科	芸術	4	40
県立広島大学	公立	広島県	中国	三原市	保健福祉学部	保健福祉学科	看護・保健	4	190
県立広島大学	公立	広島県	中国	広島市	地域創生学部	地域創生学科	社会・国際	4	200
県立広島大学	公立	広島県	中国	庄原市	生物資源科学部	地域資源開発学科	農・水産	4	40
県立広島大学	公立	広島県	中国	庄原市	生物資源科学部	生命環境学科	農・水産	4	100
福山市立大学	公立	広島県	中国	福山市	教育学部	児童教育学科	教育	4	100
福山市立大学	公立	広島県	中国	福山市	都市経営学部	都市経営学科	経済・経営	4	150
愛媛県立医療技術大学	公立	愛媛県	四国	砥部町	保健科学部	看護学科	看護・保健	4	75
愛媛県立医療技術大学	公立	愛媛県	四国	砥部町	保健科学部	臨床検査学科	看護・保健	4	25
名古屋市立大学	公立	愛知県	中部	名古屋市	データサイエンス学部	データサイエンス学科	情報	4	80
名古屋市立大学	公立	愛知県	中部	名古屋市	人文社会学部	国際文化学科	理学	4	71
名古屋市立大学	公立	愛知県	中部	名古屋市	人文社会学部	心理教育学科	教育	4	84
名古屋市立大学	公立	愛知県	中部	名古屋市	人文社会学部	現代社会学科	文・人文	4	70
名古屋市立大学	公立	愛知県	中部	名古屋市	医学部	保健医療学科	看護・保健	4	200
名古屋市立大学	公立	愛知県	中部	名古屋市	医学部	医学科	医学	6	97
名古屋市立大学	公立	愛知県	中部	名古屋市	経済学部	経済経営学科	経済・経営	4	265
名古屋市立大学	公立	愛知県	中部	名古屋市	総合生命理学部	総合生命理学科	理学	4	43
名古屋市立大学	公立	愛知県	中部	名古屋市	芸術工学部	建築都市デザイン学科	工学	4	41
名古屋市立大学	公立	愛知県	中部	名古屋市	芸術工学部	情報環境デザイン学科	情報	4	31
名古屋市立大学	公立	愛知県	中部	名古屋市	芸術工学部	産業イノベーションデザイン学科	工学	4	31
名古屋市立大学	公立	愛知県	中部	名古屋市	薬学部	生命薬科学科	薬学	4	50
名古屋市立大学	公立	愛知県	中部	名古屋市	薬学部	薬学科	薬学	6	65
愛知県立大学	公立	愛知県	中部	長久手市	外国語学部	ヨーロッパ学科	その他	4	145
愛知県立大学	公立	愛知県	中部	長久手市	外国語学部	中国学科	その他	4	50
愛知県立大学	公立	愛知県	中部	長久手市	外国語学部	国際関係学科	社会・国際	4	55
愛知県立大学	公立	愛知県	中部	長久手市	外国語学部	英米学科	その他	4	90
愛知県立大学	公立	愛知県	中部	長久手市	情報科学部	情報科学科	情報	4	90
愛知県立大学	公立	愛知県	中部	長久手市	教育福祉学部	教育発達学科	教育	4	40
愛知県立大学	公立	愛知県	中部	長久手市	教育福祉学部	社会福祉学科	教育	4	50
愛知県立大学	公立	愛知県	中部	長久手市	日本文化学部	国語国文学科	理学	4	50
愛知県立大学	公立	愛知県	中部	長久手市	日本文化学部	歴史文化学科	理学	4	50
愛知県立大学	公立	愛知県	中部	名古屋市	看護学部	看護学科	看護・保健	4	90
愛知県立芸術大学	公立	愛知県	中部	長久手市	美術学部	デザイン・工芸科	工学	4	45
愛知県立芸術大学	公立	愛知県	中部	長久手市	美術学部	美術科	芸術	4	50
愛知県立芸術大学	公立	愛知県	中部	長久手市	音楽学部	音楽科	芸術	4	100
三条市立大学	公立	新潟県	中部	三条市	工学部	技術・経営工学科	工学	4	80
新潟県立大学	公立	新潟県	中部	新潟市	人間生活学部	健康栄養学科	社会・国際	4	40
新潟県立大学	公立	新潟県	中部	新潟市	人間生活学部	子ども学科	社会・国際	4	50
新潟県立大学	公立	新潟県	中部	新潟市	国際地域学部	国際地域学科	社会・国際	4	180
新潟県立大学	公立	新潟県	中部	新潟市	国際経済学部	国際経済学科	経済・経営	4	100
新潟県立看護大学	公立	新潟県	中部	上越市	看護学部	看護学科	看護・保健	4	95
長岡造形大学	公立	新潟県	中部	長岡市	造形学部	デザイン学科	芸術	4	150
長岡造形大学	公立	新潟県	中部	長岡市	造形学部	建築・環境デザイン学科	工学	4	50
長岡造形大学	公立	新潟県	中部	長岡市	造形学部	美術・工芸学科	工学	4	30
東京都立大学	公立	東京都	関東	日野市	システムデザイン学部	インダストリアルアート学科	工学	4	50
東京都立大学	公立	東京都	関東	日野市	システムデザイン学部	情報科学科	情報	4	90
東京都立大学	公立	東京都	関東	日野市	システムデザイン学部	機械システム工学科	工学	4	90
東京都立大学	公立	東京都	関東	日野市	システムデザイン学部	航空宇宙システム工学科	工学	4	45
東京都立大学	公立	東京都	関東	日野市	システムデザイン学部	電気電子工学科	工学	4	45
東京都立大学	公立	東京都	関東	八王子市	人文社会学部	人文学科	文・人文	4	90
東京都立大学	公立	東京都	関東	八王子市	人文社会学部	人間社会学科	文・人文	4	110
東京都立大学	公立	東京都	関東	荒川区	健康福祉学部	作業療法学科	法学	4	40
東京都立大学	公立	東京都	関東	荒川区	健康福祉学部	放射線学科	看護・保健	4	40
東京都立大学	公立	東京都	関東	荒川区	健康福祉学部	理学療法学科	理学	4	35
東京都立大学	公立	東京都	関東	荒川区	健康福祉学部	看護学科	看護・保健	4	80
東京都立大学	公立	東京都	関東	八王子市	法学部	法学科	法学	4	200
東京都立大学	公立	東京都	関東	八王子市	理学部	化学科	理学	4	48
東京都立大学	公立	東京都	関東	八王子市	理学部	数理科学科	理学	4	45
東京都立大学	公立	東京都	関東	八王子市	理学部	物理学科	理学	4	47
東京都立大学	公立	東京都	関東	八王子市	理学部	生命科学科	理学	4	60
東京都立大学	公立	東京都	関東	八王子市	経済経営学部	経済経営学科	経済・経営	4	200
東京都立大学	公立	東京都	関東	八王子市	都市環境学部	地理環境学科	社会・国際	4	30
東京都立大学	公立	東京都	関東	八王子市	都市環境学部	建築学科	工学	4	50
東京都立大学	公立	東京都	関東	八王子市	都市環境学部	環境応用化学科	工学	4	60
東京都立大学	公立	東京都	関東	八王子市	都市環境学部	観光科学科	社会・国際	4	30
東京都立大学	公立	東京都	関東	八王子市	都市環境学部	都市基盤環境学科	社会・国際	4	50
東京都立大学	公立	東京都	関東	八王子市	都市環境学部	都市政策科学科	社会・国際	4	35
名桜大学	公立	沖縄県	九州沖縄	名護市	人間健康学部	スポーツ健康学科	体育	4	95
名桜大学	公立	沖縄県	九州沖縄	名護市	人間健康学部	健康情報学科	情報	4	80
名桜大学	公立	沖縄県	九州沖縄	名護市	人間健康学部	看護学科	看護・保健	4	80
名桜大学	公立	沖縄県	九州沖縄	名護市	国際学部	国際文化学科	理学	4	180
名桜大学	公立	沖縄県	九州沖縄	名護市	国際学部	国際観光産業学科	社会・国際	4	160
沖縄県立看護大学	公立	沖縄県	九州沖縄	那覇市	看護学部	看護学科	看護・保健	4	80
沖縄県立芸術大学	公立	沖縄県	九州沖縄	那覇市	美術工芸学部	デザイン工芸学科	工学	4	44
沖縄県立芸術大学	公立	沖縄県	九州沖縄	那覇市	美術工芸学部	美術学科	工学	4	21
沖縄県立芸術大学	公立	沖縄県	九州沖縄	那覇市	音楽学部		芸術	4	40
滋賀県立大学	公立	滋賀県	近畿	彦根市	人間文化学部	人間関係学科	理学	4	30
滋賀県立大学	公立	滋賀県	近畿	彦根市	人間文化学部	国際コミュニケーション学科	理学	4	50
滋賀県立大学	公立	滋賀県	近畿	彦根市	人間文化学部	地域文化学科	理学	4	60
滋賀県立大学	公立	滋賀県	近畿	彦根市	人間文化学部	生活デザイン学科	理学	4	30
滋賀県立大学	公立	滋賀県	近畿	彦根市	人間文化学部	生活栄養学科	理学	4	30
滋賀県立大学	公立	滋賀県	近畿	彦根市	人間看護学部	人間看護学科	看護・保健	4	70
滋賀県立大学	公立	滋賀県	近畿	彦根市	工学部	材料化学科	工学	4	50
滋賀県立大学	公立	滋賀県	近畿	彦根市	工学部	機械システム工学科	工学	4	50
滋賀県立大学	公立	滋賀県	近畿	彦根市	工学部	電子システム工学科	工学	4	50
滋賀県立大学	公立	滋賀県	近畿	彦根市	環境科学部	環境建築デザイン学科	工学	4	50
滋賀県立大学	公立	滋賀県	近畿	彦根市	環境科学部	環境政策・計画学科	社会・国際	4	40
滋賀県立大学	公立	滋賀県	近畿	彦根市	環境科学部	環境生態学科	社会・国際	4	30
滋賀県立大学	公立	滋賀県	近畿	彦根市	環境科学部	生物資源管理学科	農・水産	4	60
熊本県立大学	公立	熊本県	九州沖縄	熊本市	文学部	日本語日本文学科	文・人文	4	45
熊本県立大学	公立	熊本県	九州沖縄	熊本市	文学部	英語英米文学科	文・人文	4	45
熊本県立大学	公立	熊本県	九州沖縄	熊本市	環境共生学部	環境共生学科	社会・国際	4	110
熊本県立大学	公立	熊本県	九州沖縄	熊本市	総合管理学部	総合管理学科	理学	4	280
